"uri","label"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_SEMEST","Six-monthly report"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_SPECIF","Specific report"
"http://publications.europa.eu/resource/authority/resource-type/REPORT_VALID","Validation report"
"http://publications.europa.eu/resource/authority/resource-type/RULING","Ruling"
"http://publications.europa.eu/resource/authority/resource-type/TOC_OJ_SPECIAL","Contents of the special edition of the Official Journal"
"http://publications.europa.eu/resource/authority/resource-type/TREATY_DRAFT","Draft treaty"
"http://publications.europa.eu/resource/authority/resource-type/VIEW","View"
"http://publications.europa.eu/resource/authority/resource-type/VIEWPOINT","Viewpoint"
"http://publications.europa.eu/resource/authority/resource-type/WARN","Warning"
"http://publications.europa.eu/resource/authority/resource-type/WEBPAGE","Webpage"
"http://publications.europa.eu/resource/authority/resource-type/WEBSITE","Website"
"http://publications.europa.eu/resource/authority/resource-type/WORK_BUNDLE","Work bundle"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_IMPL_PLAN","Joint implementation plan"
"http://publications.europa.eu/resource/authority/resource-type/SYNOPSIS_REPORT_CONSULT","Synopsis report of the public consultation"
"http://publications.europa.eu/resource/authority/resource-type/EVL","Evaluation"
"http://publications.europa.eu/resource/authority/resource-type/FC","Fitness check"
"http://publications.europa.eu/resource/authority/resource-type/IMPL_PLAN","Implementation plan"
"http://publications.europa.eu/resource/authority/resource-type/STAKEHOLDER_FEEDBACK","Stakeholder feedback"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_EVL","Joint evaluation"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_EVL_SUM_EXE","Executive summary of the joint evaluation"
"http://publications.europa.eu/resource/authority/resource-type/EVL_SUM_EXE","Executive summary of the evaluation"
"http://publications.europa.eu/resource/authority/resource-type/FC_SUM_EXE","Executive summary of the fitness check"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_SYNOPSIS_REPORT_CONSULT","Joint synopsis report of the public consultation"
"http://publications.europa.eu/resource/authority/resource-type/FACT_SUM_REPORT_CONSULT","Factual summary report of the public consultation"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_FC_SUM_EXE","Executive summary of the joint fitness check"
"http://publications.europa.eu/resource/authority/resource-type/CONSULT_STRATEGY","Consultation strategy"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_FC","Joint fitness check"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_STAKEHOLDER_FEEDBACK","Joint stakeholder feedback"
"http://publications.europa.eu/resource/authority/resource-type/MOTION_RES","Motion for a resolution"
"http://publications.europa.eu/resource/authority/resource-type/JOINT_MOTION_RES","Joint motion for a resolution"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_REAS_NP","Reasoned opinion of national Parliament"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_PROVIS","Provisional opinion"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_EXPLOR_ADOP","Adopted exploratory opinion"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_EXPLOR_PROVIS","Provisional exploratory opinion"
"http://publications.europa.eu/resource/authority/resource-type/VOTING_RES","Voting result"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_ADOP","Adopted opinion"
"http://publications.europa.eu/resource/authority/resource-type/WEBSITE_ARCH","Archived website"
"http://publications.europa.eu/resource/authority/resource-type/ACTS_ADOPT","Adopted acts"
"http://publications.europa.eu/resource/authority/resource-type/OWNINI_OPIN_ADOP","Adopted own-initiative opinion"
"http://publications.europa.eu/resource/authority/resource-type/OWNINI_OPIN_PROVIS","Provisional own-initiative opinion"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_DRAFT_NATION_LEGIS","Opinion on draft national legislation"
"http://publications.europa.eu/resource/authority/resource-type/PROP_ACT_LEGIS","Proposal for a legislative act"
